material_code,material_name,modelnum,huid_productline_name,baseunit_number,baseunit_name,group_name,group_type,materialattr,purchase_fixedleadtime,purchase_huid_batchqty,purchase_huid_minlotsize,product_fixedleadtime,material_standard_price,product_status
165-003403,水管B,10mm弯头,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,,未上架
539-000043,贴片电阻,"37.4K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
733-000118,绕线贴片功率电感,OR4030-4R7M,公用物料,pcs,个,原材料-电子料,电感,外购,30.00,,,1.00,0.113000,未上架
356-000559,双排排母 立贴 2.0Pitch 2X5pin,QF202A62B-05V043-1TR,自动驾驶,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.649976,未上架
588-000447,YC602_V2-A板_P1_S01_PCBA,YC602_V2-A板_P1_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,33.00,,,1.00,,未上架
795-000478,YN540pro旋转雷达定高漏铜区导热硅胶片,L*W*H=24*5*3mm，6W,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
358-000112,P沟道MOS管,KMTJ210P02A,公用物料,pcs,个,原材料-电子料,晶体管,外购,84.00,,,1.00,0.120006,未上架
356-000479,V23005-01,9.3*4*7.6；Type-c(高6.5，配合深度4.45）,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,30.00,,,1.00,1.899982,未上架
606-001069,YN580_V3_整机包装内衬,白色EPE,无人机,pcs,个,原材料-包装料,包装材料,外购,14.00,,,1.00,270.000053,未上架
733-000007,一体成型功率电感,NAPM0630F-100M-LF,公用物料,pcs,个,原材料-电子料,电感,外购,28.00,,,1.00,0.489968,未上架
165-003392,风扇固定架右,"PA+30%GF,黑色",无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,252.999994,未上架
353-000189,喷洒系统右,,无人车,pcs,个,原材料-半成品,VH300无人车,自制,,,,1.00,,未上架
725-000015,贴片陶瓷电容,"4.7uF,10V,0603,10%",公用物料,pcs,个,原材料-电子料,电容,外购,56.00,,,1.00,0.012995,未上架
725-000436,贴片陶瓷电容,1.5nF，16V，0201，±10%，X7R,公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.003051,未上架
972-000225,MCU,GS32R274KSK2MMM,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,363.00,,,1.00,,未上架
554-000074,线性稳压器,TGM2040-1.8YN5G/TR,公用物料,pcs,个,原材料-电子料,稳压器,外购,70.00,,,1.00,0.264985,未上架
358-000074,N沟道MOS管,KMSH1004AE-13,公用物料,pcs,个,原材料-电子料,晶体管,外购,84.00,,,1.00,2.079991,未上架
539-000451,贴片电阻,"33R,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.020001,未上架
994-000506,UA400通用-I线束,430mm六芯BWG24护套线 天海连接器0434701 DS-M8母头,智能定位,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
165-003408,前接口板壳体,QA66+30GF,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,200.000056,未上架
725-000008,贴片陶瓷电容,"6.8nF,50V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,0.005989,未上架
849-000793,M2.5*8+6_单头不锈钢六角柱，六角对边尺寸4.5,M2.5*8+6_不锈钢单头六角柱，304不锈钢，本色，中性盐雾72小时；外M2.5*6，内牙M2.5牙深不低于6mm，六角对边4.5mm，长度8mm,公用物料,pcs,个,原材料-组装料,五金件,外购,21.00,,,1.00,,未上架
849-001394,M2贴片螺母,TMTSO2020CTJ，M2贴片螺母，高度2mm，外径4.35mm，引脚高度1.1mm,无人机,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,,未上架
358-000010,N沟道MOS管,TI2304DDS-T1-GE3,公用物料,pcs,个,原材料-电子料,晶体管,外购,140.00,,,1.00,0.685797,未上架
165-003085,YS411A双目摄像头镜片(带背胶),1.8mm铝硅玻璃钢化处理，AF，AR镀膜，反面黑色丝印,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,9.500023,未上架
165-001417,YN402_正面按键防水硅胶,40度黑色硅胶，圆形，表面消光,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
165-002307,YN525_称重计中壳体,L*W*H：75*57.7*23.5mm；QA66+HF30 黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
539-000015,贴片电阻,"53.6K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.001469,未上架
588-000464,YC402_SK3568_P2_S01_PCBA,YC402_SK3568_P2_S01_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,33.00,,,1.00,,未上架
358-000013,N沟道MOS管,CSS138LT1G,公用物料,pcs,个,原材料-电子料,晶体管,外购,140.00,,,1.00,,未上架
972-000672,定位模块,NC280M-B0,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,16.000009,未上架
725-000083,贴片陶瓷电容,"2.2UF,25V,0603,10%",公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,0.020453,未上架
321-000364,YC602_V2-A板_P1_PCB,YC602_V2-A板_P1_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,40.00,,,1.00,11.279999,未上架
733-000095,贴片磁珠,CLM18SG700TN1D,公用物料,pcs,个,原材料-电子料,电感,外购,140.00,,,1.00,0.109949,未上架
795-000661,1027扁平振动马达,1027扁平震动马达，一面背胶，一面泡棉，带引线，尾部2P 1.25pitch连接器,无人机,pcs,个,原材料-组装料,通用机械零件,外购,35.00,,,1.00,,未上架
539-000291,贴片电阻,"2K,0805,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,112.00,,,1.00,0.011978,未上架
725-000032,贴片陶瓷电容,"47nF,50V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,0.023956,未上架
972-000328,定位导航模块,NXT906AM,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,16.500034,未上架
733-000236,贴片功率电感,TWPA6028S4R7NT,公用物料,pcs,个,原材料-电子料,电感,外购,42.00,,,1.00,0.233006,未上架
539-000110,贴片电阻,"1K,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.003616,未上架
165-001967,YN580码盘压板,环形，内径28mm，外径45.8mm，厚度0.5mm；TUS304,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
849-001286,M3*20_304不锈钢盘头内六角防水螺栓,M3*20  304不锈钢,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.807950,未上架
539-000024,贴片电阻,"10R,1206,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.025990,未上架
543-000044,UA400整机BOM（线束A),"UA400线束A（整条,208-000531,），新天线（229-000364）",智能定位,pcs,个,原材料-半成品,TA400整机,自制,1.00,,,1.00,,未上架
972-000448,MCU电源监控芯片,TGM809-SXN3L/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,0.169952,未上架
539-000382,贴片电阻,"49.9K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001921,未上架
165-001427,YN402_备用键按键,黑色塑胶，外观晒纹,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
539-000252,贴片电阻,"240K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
725-000405,贴片陶瓷电容,"2.2uf,6.3v,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.016046,未上架
554-000019,电压监控芯片,VM805RE,公用物料,pcs,个,原材料-电子料,稳压器,外购,42.00,,,1.00,0.400020,未上架
549-001642,YS410_PS04A10摄像头模组V1.1,"""摄像头：防水JP67，工作温度-30-85度； 水平视角：217.8º;垂直视角：114.5º;对角视角：217.8º;""",无人机,pcs,个,原材料-包装料,外购设备类,外购,1.00,,,1.00,272.000040,未上架
539-000019,贴片电阻,"162K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.001921,未上架
972-000520,SPI NOR FLASH,YT25F128FSSIGT-W,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,56.00,,,1.00,3.399944,未上架
972-000381,栅极驱动器,TLM21867CA-DG,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,45.00,,,1.00,2.590864,未上架
849-001194,电机支架,"R235,哑光黑RAL 9011",无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,68.000010,未上架
795-000618,航电V2散热硅胶垫4,6W导热硅胶，54.3*47.5*1mm，浅灰色,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
165-001428,YN402_备用按键防水硅胶,40度黑色硅胶，表面消光,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
849-000783,M1.6*3_不锈钢十字扁平头机牙螺丝_整圈耐落,"304不锈钢，本色，强度等级：A2-70,第3到第10个螺牙要整圈涂耐落漆，中性盐雾72小时",公用物料,pcs,个,原材料-组装料,五金件,外购,17.00,,,1.00,,未上架
165-002220,UB200 8寸底壳-HX12 4孔,216.2*180.6*28.8,智能大屏,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
795-001175,黑色包胶安全绳,1.5mm黑色包胶 L=120mm,无人车,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,2.270735,未上架
454-000181,贴片开关二极管,1N4148W,公用物料,pcs,个,原材料-电子料,二极管,外购,28.00,,,1.00,0.024973,未上架
725-000362,贴片陶瓷电容,470nF 25V 1402 10% X5R,公用物料,pcs,个,原材料-电子料,电容,外购,77.00,,,1.00,0.024973,未上架
972-000196,视频解码器,SN6752V1GQW,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,84.00,,,1.00,,未上架
549-000880,方向盘本体_铭牌_杭州明日,方向盘直径φ410，方向盘来料时需铆压好产品和二维码空白铭牌；,自动驾驶,pcs,个,原材料-包装料,外购设备类,外购,35.00,,,1.00,,未上架
539-000146,贴片电阻,"180K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001469,未上架
165-001891,YN580外关节4号,"""L*W*H：964.5*61.8*85.4mm，材质：QA66+30%CF,内嵌不锈钢关节轴套。模内注塑：外径54.6mm，壁厚1.8mm碳管""",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
554-000043,低压差线性稳压器,TGM2019-ADJYN5G/TR,公用物料,pcs,个,原材料-电子料,稳压器,外购,98.00,,,1.00,0.175037,未上架
838-000312,UB202L SMA天线,Φ6.25xΦ13x1.37，线长65mm,智能大屏,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
539-000079,贴片电阻,"64.9K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.001469,未上架
849-001297,M4*24_304不锈钢内六角耐脱螺丝,M4*24  304不锈钢,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,0.197750,未上架
725-000210,贴片陶瓷电容,"100UF,6.3V,1210,20%",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,0.508048,未上架
588-000460,YN402遥控器 前壳小板P1_ PCBA,YN402_FRONT_KEY_P1,无人机,pcs,个,原材料-半成品,已贴线路板,委外,33.00,,,1.00,,未上架
356-000386,2PIN 卧贴式1.25T连接器,ZZKA1251WR-S-2P,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.120006,未上架
838-000284,YN402 内置定位天线,YN402 GPS陶瓷内置天线，Ipex-1代RF∅1.37黑色线,无人机,pcs,个,原材料-包装料,天线、传感器&摄像头,外购,35.00,,,1.00,,未上架
165-001961,YN580感应线圈屏蔽壳,环形，φ50mm，高度35.65mm；钝化，本色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
725-000331,贴片陶瓷电容,"130pF,50V,0603,5%",公用物料,pcs,个,原材料-电子料,电容,外购,84.00,,,1.00,0.011978,未上架
165-001858,YN580探照灯上盖,"L*W*H：112.8*66,5*14.7mm；BDC12铝合金，表面黑色喷粉",无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
356-000588,2x2排母连接器,2x2pin,无人机,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.420021,未上架
321-000360,YC540S_药箱控制板_P0_PCB,YC540S_SPRINKLER_P0_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,30.00,,,1.00,13.034550,未上架
539-000147,贴片电阻,"200K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,84.00,,,1.00,0.001921,未上架
321-000303,YS504_旋转雷达_定子板_P3_PCB,YS504_旋转雷达_定子板_P3_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,30.00,,,1.00,13.752100,未上架
795-000971,YC632雾化盘上盖,L*W*H：φ82.8*14mm； 材质：QA66+15%GF，黑色,无人机,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,1.799977,未上架
165-000896,YN540pro旋转雷达底盖,圆形，外径φ104mm，高度19.6mm 铝合金，钝化本色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
549-001016,YN580离心喷头电磁阀,L*W*H：83.5*48.8*75；黑色,智能灌溉,pcs,个,原材料-包装料,外购设备类,外购,35.00,,,1.00,,未上架
733-000124,贴片功率电感,OR4030-1R0N,公用物料,pcs,个,原材料-电子料,电感,外购,30.00,,,1.00,0.108028,未上架
454-000322,肖特基二极管,C5819WS,公用物料,pcs,个,原材料-电子料,二极管,外购,30.00,,,1.00,0.060794,未上架
795-000609,雷达泡棉,T6.0*L5.5*W7mm,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
165-000893,YN540pro旋转雷达感应线圈接收端固定件,圆形，外径25.6mm，高度10.3mm 铝合金，钝化本色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,42.00,,,1.00,,未上架
363-000537,离心电机线束A,PE 半透明白色,无人车,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,52.829986,未上架
972-000077,运算放大器,TGM358YS/TR,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,0.529970,未上架
972-000496,MCU,YN32F427RET6,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,64.00,,,1.00,13.399992,未上架
501-000001,EP5 变压器,IH087-EP5-001,公用物料,pcs,个,原材料-电子料,变压器,外购,45.00,,,1.00,2.828729,未上架
356-000521,10PIN 双排卧插线对板连接器2.0pitch,ZZKA2006WR-2x5P,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.164980,未上架
725-000344,贴片陶瓷电容,"10nF,25V,0402,10%",公用物料,pcs,个,原材料-电子料,电容,外购,98.00,,,1.00,0.002486,未上架
539-000362,贴片电阻,"68K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.001469,未上架
795-001200,电源开关标识,亚克力 紧急停止 外径45MM,无人车,pcs,个,原材料-组装料,通用机械零件,外购,28.00,,,1.00,0.731788,未上架
784-000243,YN402_遥控器整机_无Logo_欧洲版,,无人机,pcs,个,原材料-半成品,HD540PRO整机,自制,1.00,,,1.00,,未上架
165-001863,YN580电调上盖,材质：材质：BDC12，喷漆灰色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,28.080048,未上架
321-000233,801_8芯转接板_P3_PCB,801_8CONNECTOR_P3_PCB,监测终端,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,0.609974,未上架
165-001774,YS403双目绝缘泡棉2,∅4*1；绝缘泡棉带背胶,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,0.049946,未上架
972-000564,CPU__带CAN功能修复,SK3568J,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,102.999952,未上架
733-000174,熔断型保险丝,2010T10A250V,公用物料,pcs,个,原材料-电子料,电感,外购,56.00,,,1.00,0.135035,未上架
849-001038,M2*7十字平尾自攻不锈钢螺丝,银白色、平尾、十字自攻牙、不锈钢螺丝M2*7,无人机,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,,未上架
795-000439,YN540pro旋转雷达雷达板导热硅胶片1,L*W*H=14*14*1.2mm，6W,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
525-000183,580V3机架组件,,无人机,pcs,个,原材料-半成品,HD580组件整机,自制,1.00,,,1.00,,未上架
588-000726,YN403_MAINBOARD_P2_PCBA,YN403_MAINBOARD_P2_PCBA,自动驾驶,pcs,个,原材料-半成品,已贴线路板,委外,14.00,,,1.00,,未上架
165-003470,插栓式保险片20A,20A,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,1.159041,未上架
358-000162,P沟道MOS管,Si2325DS-T1-GE3,公用物料,pcs,个,原材料-电子料,晶体管,外购,84.00,,,1.00,1.277013,未上架
795-000444,YN540pro旋转雷达BTB连接器缓冲泡棉2,单面背胶缓冲泡棉，L*W*H=5.6*4.8*1.5mm,无人机,pcs,个,原材料-组装料,通用机械零件,外购,21.00,,,1.00,,未上架
725-000304,贴片陶瓷电容,"10pF,50V,0402,1%,C0G",公用物料,pcs,个,原材料-电子料,电容,外购,112.00,,,1.00,0.043053,未上架
733-000216,贴片功率电感,OR4030-2R2M,公用物料,pcs,个,原材料-电子料,电感,外购,30.00,,,1.00,0.120006,未上架
539-000404,贴片电阻,"6.8R,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.004859,未上架
321-000572,YC580_前接口板_P3_PCB,YC580_FRONT_RACK_CONTAOL_BOARD_P3_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,35.00,,,1.00,30.999968,未上架
725-000105,贴片陶瓷电容,"22uF,10V,0603,20%",公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,0.041019,未上架
588-000487,YN402_MAIN_P2_PCBA,YN402_MAIN_P2_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,13.00,,,1.00,,未上架
849-001019,M3*6不锈钢扁平头十字机牙螺丝,304不锈钢，本色，头厚度1.5mm，强度等级A2-70；螺丝要求：第3到第10个螺牙00-180度耐落漆；中性盐雾72小时；,自动驾驶,pcs,个,原材料-组装料,五金件,外购,14.00,,,1.00,0.085315,未上架
554-000003,低压差线性稳压芯片,BMS1117-ADJ,公用物料,pcs,个,原材料-电子料,稳压器,外购,84.00,,,1.00,0.249956,未上架
539-000156,贴片压敏电阻 ,NLVS0603K11,公用物料,pcs,个,原材料-电子料,电阻,外购,30.00,,,1.00,0.049946,未上架
165-002630,YN580摇摆桨基座-10,L*W*H：123*67.3*28mm，6061铝合金-T6，黑色阳极氧化,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
165-002064,YS508机尾雷达散热片1,6W导热硅胶垫，尺寸：7*7*2mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,14.00,,,1.00,,未上架
725-000292,贴片陶瓷电容,"4.7nF,50V,0402",公用物料,pcs,个,原材料-电子料,电容,外购,126.00,,,1.00,,未上架
539-000470,贴片电阻,"127K,0603,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.003616,未上架
363-000568,作业分电盒正极线束,,无人车,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,92.004600,未上架
165-001493,YN540S离心喷头电调上下盖密封圈,外径60mm，线径1.5mm   硅橡胶/60度，黑色,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,17.00,,,1.00,,未上架
454-000341,肖特基二极管,C1040A2,公用物料,pcs,个,原材料-电子料,二极管,外购,30.00,,,1.00,0.044974,未上架
356-000007,贴片推弹式SIM卡座,D7053-03,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,30.00,,,1.00,1.276900,未上架
165-001465,YN408_密封挡片,透明PC片，自带0.1mm透明背胶,自动驾驶,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
972-000653,北斗定位模块,BTGM332D-6N-22,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,,未上架
363-000571,后驱动器线束,,无人车,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,20.240673,未上架
165-002354,YN525药箱盖密封圈,L*W*H：φ207.8*5.6；黑色硅胶，60度,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,,未上架
321-000523,YS506_V2_光电编码板_P4_PCB,YS506_V2_光电编码板_P4_PCB,无人机,pcs,个,原材料-电子料,印刷线路板,外购,45.00,,,1.00,14.320038,未上架
725-000276,贴片陶瓷电容,"22uf,25V,1210,20%,X7R1210",公用物料,pcs,个,原材料-电子料,电容,外购,105.00,,,1.00,0.549971,未上架
849-001271,M12*45_外六角法兰面螺栓,M12*45  10.9级银色达克罗,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,1.388770,未上架
165-001433,YN402_电池盖组件,灰色塑胶件，组装泡棉,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,35.00,,,1.00,,未上架
588-000637,YN402_MAIN_P2_PCBA(删除SAR功能版本),YN402_MAIN_P2_PCBA(删除SAR功能版本),无人机,pcs,个,原材料-半成品,已贴线路板,委外,13.00,,,1.00,,未上架
972-000499,锂电池电量计芯片,DW2017BAAD,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,1.850036,未上架
539-000293,贴片电阻,"10mR,1206,1%,1W",公用物料,pcs,个,原材料-电子料,电阻,外购,56.00,,,1.00,0.109949,未上架
972-000488,三相独立半桥驱动芯片,FG2124,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,28.00,,,1.00,0.800040,未上架
795-000176,308终端防水透气膜,外观尺寸：26*16*0.6 单面背胶、黑色,自动驾驶,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,,未上架
165-001977,YN580旋转雷达BTB连接器压片1,不锈钢片，L*W*H=24.5*5*0.3mm,无人机,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,28.00,,,1.00,,未上架
795-001132,YS411A单目FPC保护泡棉9x12x0.5mm,黑色泡棉厚度0.5mm，单面带背胶,无人机,pcs,个,原材料-组装料,通用机械零件,外购,14.00,,,1.00,0.180009,未上架
972-000534,移位寄存器,V74HC595AG-S16-R,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,42.00,,,1.00,0.349961,未上架
725-000307,贴片陶瓷电容,"10uF,10V,0603,10%,X7R",公用物料,pcs,个,原材料-电子料,电容,外购,112.00,,,1.00,0.120006,未上架
165-003422,称重计防水硅胶盖,M:硅胶 40度 C:黑色,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,21.00,,,1.00,3.887200,未上架
454-000353,ESD二极管,0524PL,公用物料,pcs,个,原材料-电子料,二极管,外购,70.00,,,1.00,0.187467,未上架
356-000135,701pro双排直插式14pin公端,HP26-2020WV-2x7P-2A-H5.0；双排直插式14pin公端，2.0pitch，塑胶尺寸14*4*5,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,30.00,,,1.00,0.460023,未上架
356-000560,双排排针 DIP 2.0Pitch 2X4pin,QM202B30A-04V38-115-1BA,自动驾驶,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.320016,未上架
308-000021,YN525集成药箱B组件,,无人机,pcs,个,原材料-半成品,HD525整机,自制,1.00,,,1.00,,未上架
733-000016,一体成型功率电感,DSAB0730-4R7M,公用物料,pcs,个,原材料-电子料,电感,外购,28.00,,,1.00,0.400020,未上架
972-000333,限流负载开关,TY6280AAC,公用物料,pcs,个,原材料-电子料,集成电路1（IC）,外购,56.00,,,1.00,0.342051,未上架
356-000059,2.00mm间距双排排针,2X12P，双排2.00mm间距2x12pin插针,公用物料,pcs,个,原材料-组装料,连接器1（电子）,外购,25.00,,,1.00,0.449966,未上架
539-000287,贴片电阻,"15.8K,0402,1%",公用物料,pcs,个,原材料-电子料,电阻,外购,98.00,,,1.00,0.001921,未上架
165-003447,F50负极插座-螺孔铜排式,F50-GCB520,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,35.910044,未上架
454-000056,稳压二极管,NMSZ5258BT1G,公用物料,pcs,个,原材料-电子料,二极管,外购,140.00,,,1.00,0.296738,未上架
770-000084,4芯连接器公头-插针_黑色,"H.02547-01;长宽高：15.7*9.2*15.55；胶壳材料QA66+30玻纤，颜色黑色； 板端插座、竖贴，2*2P,PIN间距2mm，PIN针I62-0.65Y镀锡，单PIN额定电流5A",公用物料,pcs,个,原材料-组装料,连接器2（非电子）,外购,35.00,,,1.00,,未上架
588-000687,YS506B_V2.1_定子板_P2_PCBA,YS506B_V2.1_定子板_P2_PCBA,无人机,pcs,个,原材料-半成品,已贴线路板,委外,1.00,,,1.00,,未上架
454-000257,二极管,1N4148W,公用物料,pcs,个,原材料-电子料,二极管,外购,56.00,,,1.00,0.021018,未上架
725-000205,贴片陶瓷电容,"10nF,200V,0805,10%",公用物料,pcs,个,原材料-电子料,电容,外购,70.00,,,1.00,0.029945,未上架
838-000454,YS508-U-4G主天线,YS508-U-4G-Main,无人机,pcs,个,原材料-组装料,天线、传感器&摄像头,外购,35.00,,,1.00,1.348994,未上架
363-000511,TB系列视频线-洋马6118R-左侧,长度2.5米外套波纹管HX12-4P母头+HX12-4P公头,智能大屏,pcs,个,原材料-包装料,线束（包装线束）,外购,35.00,,,1.00,,未上架
690-000040,红外接收管,QT26-21B/CT,公用物料,pcs,个,原材料-电子料,发光二极管,外购,112.00,,,1.00,0.169952,未上架
454-000183,瞬态电压抑制器TVS,BSC36CA,公用物料,pcs,个,原材料-电子料,二极管,外购,56.00,,,1.00,,未上架
165-003419,水管龙头,,无人车,pcs,个,原材料-组装料,加工零部件（外壳、硅胶按键、标签等）,外购,1.00,,,1.00,3.044559,未上架
849-001306,M40*1.5_R型径向精密锁紧螺母,R-M40-1.5P-68-14,无人车,pcs,个,原材料-组装料,五金件,外购,1.00,,,1.00,17.999996,未上架
505-000049,YN403_LCD模组_桥左,186.12*121.52*8.3mm，7寸，分辨率：800*480，TP丝印,自动驾驶,pcs,个,原材料-组装料,显示屏&板卡,外购,28.00,,,1.00,,未上架
994-000540,YN525_后离心喷头直连线束,,无人机,pcs,个,原材料-组装料,线束（组装线束）,外购,35.00,,,1.00,,未上架
