seq_no,bom_version,bom_material_code,bom_level,material_code,material_name,usage_numerator,usage_denominator,standard_usage,variable_loss_rate,demand_quantity,alt_group_no,alt_part,alt_priority,alt_method,parent_material_code
270,2026-08-05,590-000100,4,725-000226,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,16,,0,替代,588-000643
271,2026-08-05,590-000100,4,725-000334,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,16,√,1,替代,588-000643
272,2026-08-05,590-000100,4,725-000179,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,17,,0,替代,588-000643
273,2026-08-05,590-000100,4,725-000367,贴片陶瓷电容,3.000000,1.000000,3.000000,0.00,3.000000,17,√,1,替代,588-000643
274,2026-08-05,590-000100,4,725-000030,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,18,,0,替代,588-000643
275,2026-08-05,590-000100,4,725-000368,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,18,√,1,替代,588-000643
276,2026-08-05,590-000100,4,725-000064,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
277,2026-08-05,590-000100,4,725-000054,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,19,,0,替代,588-000643
278,2026-08-05,590-000100,4,725-000370,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,19,√,1,替代,588-000643
279,2026-08-05,590-000100,4,725-000036,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,20,,0,替代,588-000643
280,2026-08-05,590-000100,4,725-000371,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,20,√,1,替代,588-000643
281,2026-08-05,590-000100,4,725-000025,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,21,,0,替代,588-000643
282,2026-08-05,590-000100,4,725-000372,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,21,√,1,替代,588-000643
283,2026-08-05,590-000100,4,725-000104,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
284,2026-08-05,590-000100,4,725-000049,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,22,,0,替代,588-000643
285,2026-08-05,590-000100,4,725-000114,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,22,√,1,替代,588-000643
286,2026-08-05,590-000100,4,725-000169,贴片陶瓷电容,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
287,2026-08-05,590-000100,4,725-000047,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
288,2026-08-05,590-000100,4,454-000139,TVS二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
289,2026-08-05,590-000100,4,454-000087,ESD瞬态抑制二极管,4.000000,1.000000,4.000000,0.00,4.000000,23,,0,替代,588-000643
290,2026-08-05,590-000100,4,454-000068,TVS二极管,4.000000,1.000000,4.000000,0.00,4.000000,23,√,1,替代,588-000643
291,2026-08-05,590-000100,4,454-000203,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
292,2026-08-05,590-000100,4,454-000077,肖特基二极管,3.000000,1.000000,3.000000,0.00,3.000000,24,,0,替代,588-000643
293,2026-08-05,590-000100,4,454-000232,肖特基二极管,3.000000,1.000000,3.000000,0.00,3.000000,24,√,1,替代,588-000643
294,2026-08-05,590-000100,4,454-000094,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,25,,0,替代,588-000643
295,2026-08-05,590-000100,4,454-000207,ESD防静电保护管,1.000000,1.000000,1.000000,0.00,1.000000,25,√,1,替代,588-000643
296,2026-08-05,590-000100,4,454-000202,肖特基二极管,5.000000,1.000000,5.000000,0.00,5.000000,0,,0,,588-000643
297,2026-08-05,590-000100,4,454-000205,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
298,2026-08-05,590-000100,4,454-000206,稳压二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
299,2026-08-05,590-000100,4,454-000256,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
300,2026-08-05,590-000100,4,454-000187,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
301,2026-08-05,590-000100,4,733-000001,贴片磁珠,3.000000,1.000000,3.000000,0.00,3.000000,26,,0,替代,588-000643
302,2026-08-05,590-000100,4,733-000084,贴片磁珠,3.000000,1.000000,3.000000,0.00,3.000000,26,√,1,替代,588-000643
303,2026-08-05,590-000100,4,364-000039,贴片自恢复保险丝,2.000000,1.000000,2.000000,0.00,2.000000,27,,0,替代,588-000643
304,2026-08-05,590-000100,4,364-000057,贴片自恢复保险丝,2.000000,1.000000,2.000000,0.00,2.000000,27,√,1,替代,588-000643
305,2026-08-05,590-000100,4,356-000274,2.54mm间距双排排母,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
306,2026-08-05,590-000100,4,356-000275,2.0卧式插件连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
307,2026-08-05,590-000100,4,356-000276,1.5单排卧式贴片连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
308,2026-08-05,590-000100,4,356-000278,4pin电源连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
309,2026-08-05,590-000100,4,770-000143,micro 2.0连接器,1.000000,1.000000,1.000000,0.00,1.000000,28,,0,替代,588-000643
310,2026-08-05,590-000100,4,770-000146,micro 2.0连接器,1.000000,1.000000,1.000000,0.00,1.000000,28,√,1,替代,588-000643
311,2026-08-05,590-000100,4,733-000117,绕线贴片功率电感,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000643
312,2026-08-05,590-000100,4,733-000129,绕线贴片功率电感,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
313,2026-08-05,590-000100,4,733-000156,贴片电感,1.000000,1.000000,1.000000,0.00,1.000000,29,,0,替代,588-000643
314,2026-08-05,590-000100,4,733-000164,贴片电感,1.000000,1.000000,1.000000,0.00,1.000000,29,√,1,替代,588-000643
315,2026-08-05,590-000100,4,733-000152,贴片绕线电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
316,2026-08-05,590-000100,4,733-000100,贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
317,2026-08-05,590-000100,4,733-000151,贴片功率电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
318,2026-08-05,590-000100,4,358-000105,N沟道MOS管,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000643
319,2026-08-05,590-000100,4,358-000091,NPN三极管,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000643
320,2026-08-05,590-000100,4,358-000079,PMOS,1.000000,1.000000,1.000000,0.00,1.000000,30,,0,替代,588-000643
321,2026-08-05,590-000100,4,358-000158,PMOS,1.000000,1.000000,1.000000,0.00,1.000000,30,√,1,替代,588-000643
322,2026-08-05,590-000100,4,358-000131,P沟道MOS管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
323,2026-08-05,590-000100,4,358-000103,P沟道MOS管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
324,2026-08-05,590-000100,4,539-000046,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
325,2026-08-05,590-000100,4,539-000013,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
326,2026-08-05,590-000100,4,539-000001,贴片电阻,98.000000,1.000000,98.000000,0.00,98.000000,0,,0,,588-000643
327,2026-08-05,590-000100,4,539-000011,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
328,2026-08-05,590-000100,4,539-000008,贴片电阻,93.000000,1.000000,93.000000,0.00,93.000000,0,,0,,588-000643
329,2026-08-05,590-000100,4,364-000050,贴片可恢复保险丝,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000643
330,2026-08-05,590-000100,4,539-000003,贴片电阻,24.000000,1.000000,24.000000,0.00,24.000000,0,,0,,588-000643
331,2026-08-05,590-000100,4,539-000026,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
332,2026-08-05,590-000100,4,539-000309,贴片电阻,9.000000,1.000000,9.000000,0.00,9.000000,0,,0,,588-000643
333,2026-08-05,590-000100,4,539-000014,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
334,2026-08-05,590-000100,4,539-000021,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
335,2026-08-05,590-000100,4,539-000124,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
336,2026-08-05,590-000100,4,539-000002,贴片电阻,21.000000,1.000000,21.000000,0.00,21.000000,0,,0,,588-000643
337,2026-08-05,590-000100,4,539-000085,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
338,2026-08-05,590-000100,4,539-000070,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
339,2026-08-05,590-000100,4,539-000063,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000643
340,2026-08-05,590-000100,4,539-000022,贴片电阻,18.000000,1.000000,18.000000,0.00,18.000000,0,,0,,588-000643
341,2026-08-05,590-000100,4,539-000006,贴片电阻,10.000000,1.000000,10.000000,0.00,10.000000,0,,0,,588-000643
342,2026-08-05,590-000100,4,539-000064,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000643
343,2026-08-05,590-000100,4,539-000005,贴片电阻,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000643
344,2026-08-05,590-000100,4,539-000137,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
345,2026-08-05,590-000100,4,539-000033,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
346,2026-08-05,590-000100,4,539-000083,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
347,2026-08-05,590-000100,4,539-000162,贴片电阻,9.000000,1.000000,9.000000,0.00,9.000000,0,,0,,588-000643
348,2026-08-05,590-000100,4,539-000352,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
349,2026-08-05,590-000100,4,539-000106,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
350,2026-08-05,590-000100,4,539-000040,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000643
351,2026-08-05,590-000100,4,539-000147,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
352,2026-08-05,590-000100,4,539-000145,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
353,2026-08-05,590-000100,4,539-000062,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
354,2026-08-05,590-000100,4,539-000374,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
355,2026-08-05,590-000100,4,539-000034,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
356,2026-08-05,590-000100,4,539-000012,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
357,2026-08-05,590-000100,4,539-000075,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
358,2026-08-05,590-000100,4,539-000045,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
359,2026-08-05,590-000100,4,539-000142,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
360,2026-08-05,590-000100,4,539-000028,贴片电阻,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000643
361,2026-08-05,590-000100,4,539-000169,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
362,2026-08-05,590-000100,4,539-000027,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
363,2026-08-05,590-000100,4,539-000152,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
364,2026-08-05,590-000100,4,539-000100,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
365,2026-08-05,590-000100,4,539-000068,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
366,2026-08-05,590-000100,4,539-000031,贴片电阻,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000643
367,2026-08-05,590-000100,4,539-000082,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
368,2026-08-05,590-000100,4,539-000103,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
369,2026-08-05,590-000100,4,539-000237,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
370,2026-08-05,590-000100,4,539-000086,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
371,2026-08-05,590-000100,4,539-000118,贴片电阻,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
372,2026-08-05,590-000100,4,539-000007,贴片电阻,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
373,2026-08-05,590-000100,4,895-000012,701轻触开关,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000643
374,2026-08-05,590-000100,4,454-000080,ESD二极管,3.000000,1.000000,3.000000,0.00,3.000000,31,,0,替代,588-000643
375,2026-08-05,590-000100,4,454-000177,TVS二极管,3.000000,1.000000,3.000000,0.00,3.000000,31,√,1,替代,588-000643
376,2026-08-05,590-000100,4,454-000230,TVS二极管,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
377,2026-08-05,590-000100,4,454-000198,TVS二极管,4.000000,1.000000,4.000000,0.00,4.000000,0,,0,,588-000643
378,2026-08-05,590-000100,4,733-000121,贴片共模电感,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
379,2026-08-05,590-000100,4,733-000036,贴片共模电感,1.000000,1.000000,1.000000,0.00,1.000000,32,,0,替代,588-000643
380,2026-08-05,590-000100,4,733-000153,贴片共模电感,1.000000,1.000000,1.000000,0.00,1.000000,32,√,1,替代,588-000643
381,2026-08-05,590-000100,4,554-000056,DC-DC芯片,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
382,2026-08-05,590-000100,4,972-000536,MCU,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
383,2026-08-05,590-000100,4,589-000020,DC-DC电源芯片,3.000000,1.000000,3.000000,0.00,3.000000,0,,0,,588-000643
384,2026-08-05,590-000100,4,554-000074,线性稳压器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
385,2026-08-05,590-000100,4,972-000735,北斗定位模块UAU1114-1216BH0,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
386,2026-08-05,590-000100,4,554-000035,线性稳压器,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
387,2026-08-05,590-000100,4,554-000079,线性稳压器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
388,2026-08-05,590-000100,4,972-000434,MS卡,1.000000,1.000000,1.000000,0.00,1.000000,33,,0,替代,588-000643
389,2026-08-05,590-000100,4,182-000029,量讯物联移动单卡100M月套餐流量卡（组流量池-后装-贴片卡）,1.000000,1.000000,1.000000,0.00,1.000000,33,√,1,替代,588-000643
390,2026-08-05,590-000100,4,454-000199,TVS二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
391,2026-08-05,590-000100,4,554-000036,异步降压转换器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
392,2026-08-05,590-000100,4,972-000534,移位寄存器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
393,2026-08-05,590-000100,4,972-000443,逻辑芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
394,2026-08-05,590-000100,4,972-000085,WIFI+蓝牙模块,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
395,2026-08-05,590-000100,4,972-000535,CPU,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
396,2026-08-05,590-000100,4,972-000532,DDR3L,1.000000,1.000000,1.000000,0.00,1.000000,48,,0,替代,588-000643
397,2026-08-05,590-000100,4,972-000454,动态随机存取存储器,1.000000,1.000000,1.000000,0.00,1.000000,48,√,1,替代,588-000643
398,2026-08-05,590-000100,4,972-000531,DDR3L,1.000000,1.000000,1.000000,0.00,1.000000,48,√,2,替代,588-000643
399,2026-08-05,590-000100,4,972-000738,DDR3L,1.000000,1.000000,1.000000,0.00,1.000000,48,√,3,替代,588-000643
400,2026-08-05,590-000100,4,972-000739,DDR3L,1.000000,1.000000,1.000000,0.00,1.000000,48,√,4,替代,588-000643
401,2026-08-05,590-000100,4,972-000032,LED驱动器,1.000000,1.000000,1.000000,0.00,1.000000,38,,0,替代,588-000643
402,2026-08-05,590-000100,4,972-000453,LED背光驱动器,1.000000,1.000000,1.000000,0.00,1.000000,38,√,1,替代,588-000643
403,2026-08-05,590-000100,4,972-000494,4G数传模块,1.000000,1.000000,1.000000,0.00,1.000000,51,,0,替代,588-000643
404,2026-08-05,590-000100,4,972-000802,Cat.1模块,1.000000,1.000000,1.000000,0.00,1.000000,51,√,1,替代,588-000643
405,2026-08-05,590-000100,4,972-000655,4G模块,1.000000,1.000000,1.000000,0.00,1.000000,51,√,2,替代,588-000643
406,2026-08-05,590-000100,4,972-000217,CAN收发器,1.000000,1.000000,1.000000,0.00,1.000000,40,,0,替代,588-000643
407,2026-08-05,590-000100,4,972-000610,CAN收发器,1.000000,1.000000,1.000000,0.00,1.000000,40,√,1,替代,588-000643
408,2026-08-05,590-000100,4,972-000448,MCU电源监控芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
409,2026-08-05,590-000100,4,972-000540,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,,0,替代,588-000643
410,2026-08-05,590-000100,4,972-000323,SS232收发器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
411,2026-08-05,590-000100,4,972-000196,视频解码器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
412,2026-08-05,590-000100,4,972-000332,SS485收发器,1.000000,1.000000,1.000000,0.00,1.000000,43,,0,替代,588-000643
413,2026-08-05,590-000100,4,972-000324,SS485收发器,1.000000,1.000000,1.000000,0.00,1.000000,43,√,1,替代,588-000643
414,2026-08-05,590-000100,4,972-000432,逻辑芯片,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
415,2026-08-05,590-000100,4,454-000200,肖特基二极管,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
416,2026-08-05,590-000100,4,554-000081,异步升压转换器,1.000000,1.000000,1.000000,0.00,1.000000,44,,0,替代,588-000643
417,2026-08-05,590-000100,4,972-000478,异步升压转换器,1.000000,1.000000,1.000000,0.00,1.000000,44,√,1,替代,588-000643
418,2026-08-05,590-000100,4,527-000017,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,45,,0,替代,588-000643
419,2026-08-05,590-000100,4,527-000037,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,45,√,1,替代,588-000643
420,2026-08-05,590-000100,4,527-000003,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,46,,0,替代,588-000643
421,2026-08-05,590-000100,4,527-000025,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,46,√,1,替代,588-000643
422,2026-08-05,590-000100,4,527-000012,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,47,,0,替代,588-000643
423,2026-08-05,590-000100,4,527-000038,贴片无源晶振,1.000000,1.000000,1.000000,0.00,1.000000,47,√,1,替代,588-000643
424,2026-08-05,590-000100,4,849-000037,贴片螺母,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000643
425,2026-08-05,590-000100,4,165-001094,801-4g模块电源屏蔽罩,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
426,2026-08-05,590-000100,4,165-001095,701小系统屏蔽罩A,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
427,2026-08-05,590-000100,4,165-001096,701小系统屏蔽罩B,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
428,2026-08-05,590-000100,4,165-001158,701显示屏面小系统屏蔽罩A,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
429,2026-08-05,590-000100,4,165-001159,701显示屏面小系统屏蔽罩B,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
430,2026-08-05,590-000100,4,321-000324,YN300E_801_U113_P3_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
431,2026-08-05,590-000100,4,972-000939,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,√,1,替代,588-000643
432,2026-08-05,590-000100,4,972-000736,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,√,2,替代,588-000643
433,2026-08-05,590-000100,4,972-000737,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,√,3,替代,588-000643
434,2026-08-05,590-000100,4,972-000938,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,√,4,替代,588-000643
435,2026-08-05,590-000100,4,972-000825,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,√,5,替代,588-000643
436,2026-08-05,590-000100,4,972-000824,EMMC,1.000000,1.000000,1.000000,0.00,1.000000,52,√,6,替代,588-000643
437,2026-08-05,590-000100,4,356-000129,801_8pin排针,1.000000,1.000000,1.000000,0.00,1.000000,1,,0,替代,588-000266
438,2026-08-05,590-000100,4,356-000277,2.54mm间距双排排针,1.000000,1.000000,1.000000,0.00,1.000000,1,√,1,替代,588-000266
439,2026-08-05,590-000100,4,770-000074,801 8芯小板连接器,1.000000,1.000000,1.000000,0.00,1.000000,2,,0,替代,588-000266
440,2026-08-05,590-000100,4,770-000148,701帝硕八芯连接器,1.000000,1.000000,1.000000,0.00,1.000000,2,√,1,替代,588-000266
441,2026-08-05,590-000100,4,321-000233,801_8芯转接板_P3_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000266
442,2026-08-05,590-000100,4,795-000330,海曙橡胶垫片,1.000000,1.000000,1.000000,0.00,1.000000,3,,0,替代,588-000266
443,2026-08-05,590-000100,4,165-001103,701帝硕七芯八芯连接器硅胶圈,1.000000,1.000000,1.000000,0.00,1.000000,3,√,1,替代,588-000266
444,2026-08-05,590-000100,4,356-000129,801_8pin排针,1.000000,1.000000,1.000000,0.00,1.000000,1,,0,替代,588-000267
445,2026-08-05,590-000100,4,356-000277,2.54mm间距双排排针,1.000000,1.000000,1.000000,0.00,1.000000,1,√,1,替代,588-000267
446,2026-08-05,590-000100,4,770-000073,801 7芯小板连接器,1.000000,1.000000,1.000000,0.00,1.000000,2,,0,替代,588-000267
447,2026-08-05,590-000100,4,770-000147,701帝硕七芯连接器,1.000000,1.000000,1.000000,0.00,1.000000,2,√,1,替代,588-000267
448,2026-08-05,590-000100,4,321-000234,801_7芯转接板_P3_PCB,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000267
449,2026-08-05,590-000100,4,795-000330,海曙橡胶垫片,1.000000,1.000000,1.000000,0.00,1.000000,3,,0,替代,588-000267
450,2026-08-05,590-000100,4,165-001103,701帝硕七芯八芯连接器硅胶圈,1.000000,1.000000,1.000000,0.00,1.000000,3,√,1,替代,588-000267
451,2026-08-05,590-000100,4,725-000020,贴片钽电解电容,3.000000,1.000000,3.000000,0.00,3.000000,50,,0,替代,588-000643
452,2026-08-05,590-000100,4,725-000451,贴片钽电容,3.000000,1.000000,3.000000,0.00,3.000000,50,√,1,替代,588-000643
453,2026-08-05,590-000100,4,725-000452,贴片钽电容,3.000000,1.000000,3.000000,0.00,3.000000,50,√,2,替代,588-000643
454,2026-08-05,590-000100,4,725-000342,法拉电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
455,2026-08-05,590-000100,4,725-000165,法拉电容,1.000000,1.000000,1.000000,0.00,1.000000,1,,0,替代,588-000643
456,2026-08-05,590-000100,4,725-000382,纽扣式超级电容,1.000000,1.000000,1.000000,0.00,1.000000,1,√,1,替代,588-000643
457,2026-08-05,590-000100,4,725-000341,贴片铝电解电容,1.000000,1.000000,1.000000,0.00,1.000000,2,,0,替代,588-000643
458,2026-08-05,590-000100,4,725-000053,贴片铝电解电容,1.000000,1.000000,1.000000,0.00,1.000000,2,√,1,替代,588-000643
459,2026-08-05,590-000100,4,356-000081,IPEX天线座,3.000000,1.000000,3.000000,0.00,3.000000,3,,0,替代,588-000643
460,2026-08-05,590-000100,4,356-000341,RF射频同轴连接器,3.000000,1.000000,3.000000,0.00,3.000000,3,√,1,替代,588-000643
461,2026-08-05,590-000100,4,356-000200,40pin卧贴抽屉式FPC连接器,1.000000,1.000000,1.000000,0.00,1.000000,0,,0,,588-000643
462,2026-08-05,590-000100,4,725-000010,贴片陶瓷电容,142.000000,1.000000,142.000000,0.00,142.000000,4,,0,替代,588-000643
463,2026-08-05,590-000100,4,725-000359,贴片陶瓷电容,142.000000,1.000000,142.000000,0.00,142.000000,4,√,1,替代,588-000643
464,2026-08-05,590-000100,4,725-000041,贴片陶瓷电容,54.000000,1.000000,54.000000,0.00,54.000000,0,,0,,588-000643
465,2026-08-05,590-000100,4,725-000132,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,5,,0,替代,588-000643
466,2026-08-05,590-000100,4,725-000360,贴片陶瓷电容,8.000000,1.000000,8.000000,0.00,8.000000,5,√,1,替代,588-000643
467,2026-08-05,590-000100,4,725-000222,贴片陶瓷电容,12.000000,1.000000,12.000000,0.00,12.000000,6,,0,替代,588-000643
468,2026-08-05,590-000100,4,725-000336,贴片陶瓷电容,12.000000,1.000000,12.000000,0.00,12.000000,6,√,1,替代,588-000643
469,2026-08-05,590-000100,4,725-000024,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,7,,0,替代,588-000643
470,2026-08-05,590-000100,4,725-000361,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,7,√,1,替代,588-000643
471,2026-08-05,590-000100,4,725-000088,贴片陶瓷电容,6.000000,1.000000,6.000000,0.00,6.000000,0,,0,,588-000643
472,2026-08-05,590-000100,4,725-000003,贴片陶瓷电容,11.000000,1.000000,11.000000,0.00,11.000000,8,,0,替代,588-000643
473,2026-08-05,590-000100,4,725-000333,贴片陶瓷电容,11.000000,1.000000,11.000000,0.00,11.000000,8,√,1,替代,588-000643
474,2026-08-05,590-000100,4,725-000078,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,9,,0,替代,588-000643
475,2026-08-05,590-000100,4,725-000362,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,9,√,1,替代,588-000643
476,2026-08-05,590-000100,4,725-000174,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
477,2026-08-05,590-000100,4,725-000167,贴片陶瓷电容,2.000000,1.000000,2.000000,0.00,2.000000,0,,0,,588-000643
478,2026-08-05,590-000100,4,725-000062,贴片陶瓷电容,7.000000,1.000000,7.000000,0.00,7.000000,10,,0,替代,588-000643
